INCIDENT_I,CUSTOMER_C,TIME_OUTAG,TIME_RESTO,CREW_STATU,Longitude,Latitude
22895.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4399649422,45.5575963271
22896.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2866988918,45.1499803613
22897.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.6046984953,45.4989768665
22898.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2853411694,45.1665866267
22899.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2788405949,45.1731622718
22901.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4375422618,45.5151504811
22902.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2867170517,45.1530473043
22903.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.1781330869,45.2864307523
22905.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2793785028,45.1689077297
22907.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2625802738,45.1366005094
22908.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2602823737,45.1347044828
22909.0,5.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4307902532,45.131190097
22910.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.3407220214,45.3727953086
22911.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2597558929,45.1321410234
22912.0,2.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4006255488,45.5579351362
22913.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.4564114982,45.5444713751
22914.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2921202072,45.1691356761
22915.0,5.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.260186842,45.1330161517
22916.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.2881586846,45.1684209699
22917.0,1.0,2016-07-21 00:00:00,2016-07-21 00:00:00,Known Outage,-93.356755186,45.4144636431
22918.0,0.0,,2016-07-21 00:00:00,Known Outage,-93.2306615268,45.5345915451
22919.0,1.0,2016-07-22 00:00:00,2016-07-22 00:00:00,Known Outage,-93.0189921782,45.1779104254
22920.0,2.0,2016-07-22 00:00:00,2016-07-22 00:00:00,Known Outage,-93.446108609,45.2325189723
22921.0,1.0,2016-07-25 00:00:00,2016-07-25 00:00:00,Known Outage,-93.2361944105,45.4097762007
22940.0,1.0,2016-07-25 00:00:00,2016-07-25 00:00:00,Crew Responding,-94.1114732446,45.0688019759
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0575184798,45.0637299874
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0708697715,45.0719171107
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0753420589,45.0744344088
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0737329005,45.074268208
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0681284597,45.0741597949
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.065525473,45.0716660343
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0805212225,45.0736401635
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0795707204,45.0754820003
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0717954944,45.0752873579
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0702262678,45.0720349514
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0726534664,45.0722985795
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0752906813,45.073279374
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0733367677,45.0732743981
22941.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.0708651657,45.0718609063
22945.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.2393148724,45.3340026266
22945.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.2471048147,45.3269150988
22950.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.6973413859,45.4096723399
22950.0,0.0,2016-07-25 00:00:00,2016-07-26 00:00:00,Known Outage,-93.6986570311,45.4006225432
